Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
0,0,80,0,2,9691,0,1,0,2,2,3,5,3,6,6,6,1,3,2,1213,1536,1,0.9999503
0,0,34,0,2,5980,5,4,6,0,3,2,6,6,2,2,0,0,0,1,977,1823,1,0.9739155
1,0,77,1,2,6333,1,2,6,2,3,6,6,2,4,0,2,3,6,5,151,1728,1,0.985927
0,1,89,1,2,7361,6,5,0,5,1,0,3,5,6,4,0,0,3,1,872,690,1,0.7560692
0,1,100,0,2,342,4,0,4,0,4,5,1,0,1,0,1,0,5,6,958,663,0,0.13415332
1,1,51,0,2,540,0,3,0,6,4,0,4,1,4,6,4,3,1,3,520,153,1,0.9999473
1,1,25,0,0,444,6,0,4,5,1,3,4,4,6,4,3,2,1,3,1067,1279,1,0.95939976
1,1,68,0,2,7833,4,4,0,3,2,5,6,6,0,3,0,6,0,4,1774,1359,1,0.8637559
0,0,42,0,0,9973,2,5,1,6,3,4,3,1,2,1,6,4,6,2,687,1998,0,0.0010387696
0,1,30,0,1,7039,5,5,3,3,2,6,6,2,6,2,2,6,1,2,588,1881,1,0.99902856
1,1,4,1,1,6253,3,2,0,3,0,2,6,6,0,1,0,6,4,1,467,590,0,0.0014381388
0,0,94,0,0,1814,2,4,5,3,0,4,1,0,5,5,6,1,5,2,1263,596,0,0.00024621736
1,1,72,1,0,9400,0,6,3,3,6,4,2,1,4,6,3,0,1,5,1378,233,1,0.8615481
1,0,83,0,2,2180,4,0,6,3,5,2,4,5,6,4,1,5,5,5,728,535,0,0.26981696
0,1,30,1,2,7669,1,2,0,2,5,3,3,0,6,3,3,4,6,0,1541,1398,0,0.0015451073
1,1,84,0,0,4688,6,4,2,4,0,6,0,0,1,4,5,3,4,6,1397,132,1,0.99782676
1,0,65,1,2,9499,6,2,0,3,1,2,3,5,3,2,1,1,0,4,157,256,1,0.5611884
1,1,2,0,2,7303,2,1,2,0,5,4,3,1,6,1,1,1,1,4,452,1668,0,0.00074214884
1,1,35,0,0,2711,3,4,1,5,6,3,3,1,4,6,2,1,3,1,418,1067,0,0.0018218134
0,1,67,0,1,3427,0,2,0,5,6,5,4,3,4,6,3,2,5,0,1997,1011,1,0.98823696
1,0,75,1,0,3880,4,3,3,1,3,3,5,5,1,6,6,5,0,1,926,1106,1,0.97249705
0,1,92,1,2,9336,5,5,4,3,4,3,1,3,2,3,6,6,2,4,93,1746,1,0.9974292
0,1,45,0,2,2681,5,0,1,4,5,5,1,5,3,6,5,3,2,3,327,160,1,0.9997563
1,0,60,0,0,1317,3,2,1,1,2,0,6,5,6,2,1,1,3,0,576,1658,0,0.0020108195
0,0,44,0,2,3337,3,2,5,4,3,1,2,1,3,0,3,5,6,5,262,838,0,0.0026257557
1,1,82,1,2,3441,3,1,3,0,4,0,5,5,6,3,6,0,6,0,1074,665,0,0.016264576
0,0,66,0,1,2799,0,3,4,5,5,5,4,4,0,2,0,1,4,2,1424,85,1,0.9665968
1,0,57,1,2,1747,5,6,5,1,4,6,5,6,1,4,0,4,4,6,1505,590,1,0.9991466
1,1,98,0,1,198,2,0,0,5,5,3,0,0,3,0,3,5,2,3,578,34,0,0.000104068444
0,0,30,1,1,4671,1,2,3,1,5,3,6,6,0,0,2,4,5,1,235,258,1,0.9986084
1,0,80,0,2,3366,6,3,0,0,5,0,0,4,4,4,0,0,6,6,1038,767,0,0.16802046
0,1,64,0,2,2303,6,5,5,4,0,4,1,4,1,4,5,5,3,5,1933,455,1,0.999846
1,1,95,0,1,2022,3,4,3,3,4,2,4,4,0,1,1,4,4,0,1332,878,0,0.0020504908
0,0,42,1,1,9885,5,4,0,0,1,2,6,4,0,5,4,0,1,3,1404,1605,1,0.9895319
0,1,67,1,1,2280,3,3,6,2,6,3,4,2,1,0,3,3,1,5,1609,1030,0,0.19299948
1,0,49,1,0,1118,2,1,2,4,6,3,3,1,6,6,3,0,2,5,1589,194,1,0.7099903
0,0,50,1,1,8099,4,4,1,1,6,4,3,1,6,5,1,5,2,3,448,1811,1,0.78349364
1,1,85,1,1,2954,1,5,6,5,5,0,5,2,1,6,0,1,6,1,704,997,0,0.00030008747
0,1,43,0,2,8185,0,2,0,4,1,6,2,6,6,2,4,1,5,4,620,1788,1,0.99953485
1,0,65,1,1,9017,0,5,2,1,0,6,1,2,5,0,5,0,5,5,227,9,1,0.99997926
1,1,31,0,2,7419,3,5,5,4,5,2,3,3,0,5,1,3,3,2,669,836,0,0.011935901
0,1,21,1,0,9156,4,1,0,6,4,0,4,6,3,3,0,6,1,4,277,1537,0,0.035499837
1,1,29,0,2,2101,2,3,2,2,6,3,0,6,2,2,2,5,2,6,242,1449,0,0.022316372
1,0,14,1,0,1655,4,5,3,1,2,5,2,1,3,2,6,1,5,4,24,335,1,0.9676586
0,1,93,1,1,253,2,1,1,1,5,6,5,0,4,1,5,5,6,4,57,1045,0,0.25546116
1,0,47,1,0,5387,0,3,6,5,3,0,2,5,1,3,2,6,2,2,395,970,1,0.99991333
0,1,7,0,0,4770,0,3,0,6,0,1,2,0,1,4,1,5,0,1,1408,1182,1,0.8467885
1,0,77,1,0,6036,2,5,0,3,1,1,0,3,1,3,4,1,0,6,1840,1692,0,0.011384565
1,0,24,1,0,7118,3,2,5,4,3,5,4,3,3,0,5,4,4,6,853,1814,1,0.98959047
1,1,98,0,0,226,0,6,4,6,5,3,5,6,6,0,4,4,3,2,1253,1143,1,0.9985784
0,0,49,1,1,895,6,6,3,4,0,3,3,6,1,1,2,0,5,6,808,1349,1,0.9105088
0,0,31,0,0,5058,1,5,0,0,4,0,6,0,3,1,5,1,1,3,405,72,0,0.0026812484
0,1,84,1,0,796,0,4,1,5,3,0,2,5,3,6,3,1,1,5,457,1747,1,0.9767904
0,0,44,0,1,2930,2,1,4,4,1,0,2,6,5,2,2,5,4,6,1820,732,0,0.0021939187
1,0,63,0,0,5219,4,4,4,2,2,6,0,0,4,1,4,2,6,0,1579,1593,0,0.13944337
1,1,78,0,1,8439,3,5,3,1,4,0,4,2,1,4,1,3,5,5,1408,825,0,0.009621995
1,1,38,1,0,8625,3,3,5,1,3,3,6,1,6,4,0,0,4,2,969,1207,0,0.0039262795
1,1,95,1,2,1622,3,6,1,0,6,3,1,2,1,0,5,3,1,1,704,47,0,0.006971189
1,1,100,1,2,4024,2,1,5,4,6,2,3,1,5,6,3,5,5,0,214,1020,0,0.07593707
0,1,2,1,0,8663,5,3,1,4,3,0,5,3,0,2,3,5,6,4,1432,887,1,0.52764237
0,1,5,0,1,5125,5,5,2,1,6,5,1,4,2,5,0,0,1,3,828,180,1,0.9917338
1,0,8,1,1,833,2,3,3,5,6,6,1,2,6,0,5,0,1,4,1377,1324,1,0.9889225
1,1,10,0,2,5169,6,2,3,1,6,5,6,2,0,4,2,0,5,3,1166,1119,1,0.5989924
0,1,100,0,2,7829,3,3,4,4,2,2,0,0,0,4,2,5,4,5,438,1131,0,0.01496358
0,1,57,1,1,2127,1,2,6,6,2,5,0,3,4,5,0,5,2,5,1827,1892,0,0.002093139
1,0,31,1,1,5465,4,5,2,2,3,0,6,2,0,0,6,5,5,1,1283,1363,1,0.9996418
1,0,40,1,0,7596,6,3,3,0,5,5,3,5,1,1,2,4,6,4,1940,1443,1,0.9986765
1,1,16,1,2,1271,0,0,6,5,3,4,6,1,6,3,1,3,3,1,1637,19,1,0.9984939
0,0,58,1,1,9611,1,6,1,6,0,4,1,4,2,1,1,1,2,4,1727,1559,0,0.0060748984
1,1,80,0,0,7506,6,6,4,1,2,5,1,1,4,5,2,0,6,1,1290,368,1,0.98942405
1,0,71,0,1,3955,0,5,5,1,5,4,5,3,2,1,3,5,2,4,121,228,1,0.9999404
1,0,31,0,0,3783,3,5,0,5,5,0,0,3,4,4,6,3,2,5,1666,592,0,9.0198126e-05
0,0,31,0,1,5218,6,6,1,3,3,3,4,3,3,5,4,6,0,6,1071,909,1,0.99577075
1,0,94,0,1,2944,6,2,5,5,0,4,4,1,3,1,1,4,6,0,871,1951,1,0.9910896
1,1,22,0,2,5198,6,2,5,4,3,4,3,1,5,0,5,4,3,3,1076,379,1,0.98595506
1,1,62,0,2,2500,4,0,2,1,2,6,2,4,1,0,2,3,0,3,1835,1010,0,0.105286196
1,0,41,1,1,3193,6,1,1,6,2,6,4,2,2,1,5,1,1,5,1157,1113,1,0.99816835
0,1,31,1,0,201,5,5,0,2,6,1,1,5,5,0,2,5,3,1,1179,264,0,0.3352481
0,1,9,0,1,4054,3,0,1,4,5,3,4,2,3,1,3,6,1,4,333,1892,0,0.0017713095
1,0,34,0,1,2655,4,3,6,6,5,0,0,2,0,2,0,4,6,0,188,747,1,0.89011145
0,0,3,0,0,1211,1,3,0,2,5,5,3,5,5,5,1,0,1,2,718,1598,0,0.0035849921
1,0,33,1,0,6886,5,1,2,0,5,5,6,5,0,2,3,3,3,2,1825,1055,1,0.6384662
1,0,7,1,1,6280,3,6,1,2,5,0,6,5,1,5,0,2,2,6,1162,673,1,0.8822837
1,1,63,0,2,542,0,2,3,4,4,5,2,6,2,6,4,2,6,6,39,1570,1,0.9972167
0,1,1,1,0,8040,3,2,5,2,2,1,5,0,6,4,1,4,2,2,329,1547,0,0.0007152812
0,0,94,1,0,1037,3,2,0,5,6,1,4,2,5,5,0,0,0,1,1117,1318,0,0.08558497
1,1,41,1,1,5082,0,3,1,4,3,2,1,1,6,4,1,2,0,2,118,1978,1,0.9995435
0,0,36,0,0,1465,2,3,3,0,6,4,0,1,2,6,3,6,4,3,507,396,0,0.004389533
0,0,66,1,2,1721,6,2,0,5,3,1,5,2,6,0,6,3,0,2,1055,470,1,0.71167135
0,1,32,0,1,1243,6,4,2,5,2,3,3,5,4,1,2,1,1,4,1351,1275,1,0.98708236
0,0,73,1,2,7665,0,5,0,6,4,3,1,0,0,5,5,2,5,0,918,206,1,0.9997085
1,0,59,0,0,6786,5,6,2,0,6,3,5,0,1,4,3,5,4,5,976,30,1,0.97710574
0,0,92,0,1,4255,5,1,2,6,6,2,5,3,1,6,0,1,0,4,63,1330,1,0.9944799
0,1,4,1,0,1569,3,3,5,6,6,6,4,3,5,1,4,6,2,1,1611,1982,0,0.021771284
1,1,39,0,0,3614,2,3,6,4,0,1,0,0,0,4,3,5,2,6,649,1606,0,0.00023306586
1,0,5,1,2,5051,1,5,0,6,3,6,0,4,3,1,4,6,1,1,1210,1278,0,0.14954162
1,0,12,1,0,1349,1,1,2,3,3,1,2,0,5,5,2,2,3,6,125,838,0,0.039931044
0,0,46,0,1,464,4,2,6,2,4,2,2,1,4,3,3,4,3,6,1452,110,0,0.078037106
0,0,37,1,2,9783,2,0,4,5,2,5,2,1,2,3,6,3,0,5,1625,322,1,0.86795354
1,1,52,0,0,3577,1,0,5,1,2,3,5,5,3,4,3,0,1,1,234,1211,0,0.00680995
0,1,96,1,2,2534,4,2,1,4,0,3,5,2,2,0,5,0,4,2,1400,1498,0,0.15195884
1,0,84,0,1,5169,6,0,4,2,0,4,2,5,6,4,4,4,4,6,196,474,0,0.2722284
0,0,73,1,0,5810,1,6,4,1,4,1,3,4,6,2,1,1,2,5,145,1569,0,0.07003438
0,1,3,0,0,3109,5,3,5,0,1,6,1,3,0,3,4,0,3,5,1828,1278,1,0.9719472
0,0,24,0,1,774,3,2,4,6,2,2,1,0,1,6,4,3,0,0,1033,1479,0,0.00047547347
0,1,62,1,0,6113,0,4,2,4,5,3,3,5,6,5,6,4,5,4,128,1127,1,0.9982358
1,1,94,1,1,209,6,6,1,0,5,4,0,2,5,5,1,1,3,0,7,1732,1,0.766755
1,0,34,0,2,6672,3,1,4,2,5,3,0,1,3,0,4,1,3,5,1738,1637,0,0.0023219858
1,1,14,1,2,9488,3,0,3,0,3,2,5,4,6,5,6,6,2,3,1109,1879,0,0.021507237
1,0,34,1,0,5806,0,0,0,0,6,5,3,2,5,2,2,6,6,4,1642,1414,1,0.9999906
1,1,55,0,1,4375,3,3,2,5,1,3,4,2,1,3,3,3,2,2,1722,1884,0,0.0011033434
1,1,40,0,1,2352,6,5,3,0,2,4,4,3,3,3,6,5,2,3,194,788,1,0.99651104
1,0,94,0,0,3757,5,0,0,5,2,0,1,0,3,3,4,2,0,4,1063,227,1,0.9348366
0,0,89,1,0,3902,5,6,3,6,1,1,3,0,0,5,5,4,6,6,345,1970,1,0.99897134
1,1,30,1,1,1558,1,5,3,5,5,2,2,2,1,1,1,1,4,4,50,807,0,5.058525e-05
0,0,71,1,2,5769,1,5,1,6,6,2,6,2,2,6,5,3,6,4,1,79,1,0.85808367
1,1,37,1,0,8611,0,5,6,3,6,3,6,1,5,3,5,2,6,1,212,1481,1,0.99955994
1,1,3,0,2,4208,4,1,2,0,4,4,2,1,5,1,5,6,1,3,1628,633,0,0.08910947
1,0,38,0,0,6859,1,4,5,3,5,6,3,5,3,0,6,5,3,5,613,878,0,0.00040076635
1,0,28,1,1,7710,5,1,1,2,1,3,1,0,5,4,3,4,0,1,745,704,0,0.041594267
0,0,10,1,0,988,5,3,1,0,3,0,3,0,2,0,4,4,4,0,1082,1104,0,0.14888957
1,1,71,1,1,8755,5,2,0,0,1,5,2,4,4,4,1,6,5,0,927,1472,1,0.99516004
1,0,12,0,1,7253,3,1,1,5,2,6,4,0,0,0,4,0,0,2,539,428,0,0.0010532982
0,1,7,1,2,2002,5,1,3,0,6,0,2,4,3,6,4,0,4,2,667,350,1,0.723413
1,1,45,1,1,1009,5,5,1,4,4,2,0,2,6,5,3,1,3,5,1662,1583,1,0.9956666
1,1,7,1,2,9425,2,1,0,1,4,1,1,5,4,2,5,5,6,2,171,1475,0,0.0013290143
0,1,60,0,0,2299,4,4,3,5,2,3,2,5,0,1,1,4,6,2,534,1927,0,0.14777367
1,0,4,1,2,4322,5,2,3,2,0,2,6,6,4,6,1,1,4,3,140,1775,1,0.98892516
0,1,8,1,0,7855,6,4,2,0,5,2,0,1,5,6,5,0,1,4,1795,1326,1,0.99710745
0,0,90,1,0,5399,2,2,3,5,4,1,4,2,5,4,1,0,4,4,1925,588,0,0.093311936
0,0,16,1,1,1019,2,0,0,2,3,1,3,5,5,4,3,2,3,0,348,526,0,0.016540125
0,0,68,0,0,2261,1,6,4,6,6,4,4,5,1,1,0,0,3,5,398,509,0,2.264832e-05
0,1,76,1,1,4552,6,0,2,2,0,0,0,3,3,3,2,1,2,6,361,838,1,0.937499
0,1,91,1,0,6336,4,6,3,1,3,3,3,5,5,4,5,0,4,2,1615,1842,0,0.018572148
0,0,4,1,1,4680,1,1,1,1,5,2,4,4,5,5,5,5,5,4,869,1276,1,0.9997861
1,0,14,1,2,9622,5,3,1,0,2,0,2,4,1,3,0,0,6,0,1336,1220,1,0.94356245
1,0,29,1,2,598,1,6,6,1,3,0,0,2,3,5,5,5,1,6,562,1700,1,0.99616444
1,1,42,1,1,1926,0,6,3,2,5,3,5,4,4,3,5,1,2,6,144,472,1,0.9998692
0,0,24,0,0,6366,5,2,2,5,3,2,4,0,1,3,3,1,3,0,741,1908,1,0.94946694
0,1,77,0,0,8415,1,0,3,5,0,2,4,4,0,3,1,6,1,6,326,864,0,1.016862e-05
1,1,87,1,2,6834,2,4,4,5,2,6,6,4,0,3,3,5,0,0,619,956,0,0.013476216
1,1,77,1,0,950,5,1,1,6,6,1,1,2,0,5,5,3,3,0,1483,177,1,0.96246785
1,0,1,1,2,5020,5,4,2,5,2,0,2,4,4,2,2,2,6,2,752,324,1,0.8982585
0,1,10,0,1,842,5,5,2,1,2,6,5,5,5,2,4,0,3,1,921,1518,1,0.99928015
0,0,26,0,0,9432,5,2,0,1,3,1,2,1,6,2,3,2,4,3,1123,1469,1,0.7480734
1,0,76,1,1,9493,1,0,6,6,5,4,0,1,5,3,4,3,0,0,1198,793,0,0.14381875
1,0,58,0,2,4892,4,0,2,5,1,3,3,0,3,2,1,4,0,1,472,359,0,0.03563097
1,0,4,0,1,8627,4,3,4,2,3,4,2,2,1,4,4,4,2,0,1196,1764,0,0.020212777
0,1,55,0,0,3069,4,6,2,6,1,3,2,1,2,6,4,1,2,0,1315,546,0,0.0026883357
1,1,48,1,0,2947,3,6,2,1,5,2,3,2,6,4,6,5,6,4,1399,1084,0,0.0072716256
1,0,84,1,0,4155,5,0,3,5,0,3,4,0,1,6,6,1,2,0,493,77,1,0.98325783
0,0,17,0,0,4176,2,5,0,0,1,5,4,3,4,3,5,1,6,4,107,1315,0,2.939008e-05
0,0,4,1,0,4887,4,5,5,4,0,5,2,6,4,4,1,1,3,6,335,1208,1,0.8400398
1,1,2,0,0,5333,2,4,4,6,2,0,0,1,6,4,5,4,2,5,909,719,0,0.0007622463
1,0,48,1,0,4210,1,6,3,4,3,3,2,1,6,3,4,5,4,1,1034,356,0,0.45773923
1,0,17,1,1,7112,0,3,4,5,3,4,1,3,6,1,4,3,3,1,1454,442,1,0.90377575
0,0,11,0,1,4622,0,4,4,3,3,6,3,0,2,6,6,0,5,4,1229,1576,1,0.99015254
0,0,88,0,1,4090,5,5,3,3,3,1,1,0,4,2,3,2,5,6,1570,1486,0,0.2983512
0,1,17,0,2,5098,0,1,6,5,3,1,5,3,6,4,3,6,6,0,253,482,1,0.99020875
0,0,12,1,0,7530,0,4,3,2,2,4,2,3,1,4,6,3,4,6,1383,1241,1,0.9972882
1,1,14,1,2,8669,6,1,1,2,4,0,1,3,5,2,2,3,2,1,319,1391,1,0.8800442
0,0,76,1,2,8919,6,6,6,2,3,0,1,1,2,5,5,2,3,6,869,479,1,0.99965084
0,1,76,1,2,7680,1,2,6,4,0,5,1,3,1,1,5,3,6,5,1195,1086,0,0.022893637
1,0,56,0,0,1975,3,2,3,3,1,2,4,4,3,3,3,4,2,2,1648,1046,0,0.0007136521
0,1,97,0,2,5846,2,0,4,6,3,0,5,1,6,0,1,1,3,4,1334,431,0,0.0022907625
1,0,56,0,2,6364,6,1,1,1,2,1,0,4,0,4,4,3,1,2,419,436,1,0.84510833
1,1,87,0,2,8430,2,1,1,3,2,6,0,0,2,2,1,4,4,2,1728,1829,0,0.000387507
1,0,89,0,0,2258,6,4,4,6,2,0,2,6,1,3,2,6,0,5,500,1765,1,0.95900595
1,1,69,0,0,3355,1,6,5,2,6,6,5,4,5,0,5,0,1,4,997,256,0,5.2765572e-05
0,1,48,1,1,9564,4,4,2,1,0,6,4,0,2,6,4,5,6,0,1297,837,0,0.094333045
0,1,23,1,1,1926,6,5,4,1,4,0,3,3,6,1,0,0,1,2,1225,1977,1,0.99119675
0,1,84,0,0,4515,1,5,6,4,4,6,6,5,0,0,1,1,6,2,379,622,0,0.00019079915
1,0,97,1,2,2571,0,6,1,4,2,2,6,3,2,0,6,5,0,0,1896,571,1,0.9999844
1,0,15,1,0,2787,0,2,3,4,5,0,3,5,5,2,4,6,4,3,117,1825,1,0.99717796
0,1,38,1,0,4726,0,2,1,1,6,6,3,0,1,3,2,5,1,6,541,903,1,0.8758445
0,0,16,1,2,1961,1,5,5,4,4,1,6,3,0,6,0,3,0,6,999,1313,0,0.022940934
1,0,94,0,1,7227,6,3,3,2,5,0,4,0,4,3,4,4,5,2,530,1932,1,0.79597306
1,0,34,0,2,6798,6,1,1,2,5,5,0,6,0,2,3,3,3,3,301,884,1,0.9921495
1,1,96,0,1,9336,5,0,1,1,6,1,5,3,4,0,3,3,1,4,883,1515,1,0.7984724
0,0,28,1,2,1359,4,0,6,1,4,1,0,1,3,3,2,3,2,5,1293,375,1,0.8372581
0,1,74,0,1,7398,3,4,5,1,6,1,6,6,3,4,6,2,5,6,1061,1274,0,0.04187935
1,0,21,1,0,5469,6,6,5,6,0,5,4,1,1,2,0,6,3,3,1459,67,1,0.99995625
1,1,47,0,0,5893,1,2,3,5,3,6,1,1,5,3,3,0,6,2,1355,239,0,0.00042865012
1,0,90,0,0,1489,6,4,5,6,3,1,6,3,3,3,0,1,3,0,152,1852,1,0.996117
1,1,28,0,1,5137,0,0,1,2,3,4,2,6,1,3,5,1,6,1,1023,991,1,0.9978154
0,1,46,0,1,8058,2,3,4,5,3,1,1,5,5,4,6,6,6,4,1621,1094,0,0.0013456021
0,0,18,1,0,7385,2,2,3,0,1,1,3,5,3,3,4,0,3,0,924,21,0,0.005562888
0,0,19,0,1,1558,3,5,4,2,5,6,6,5,6,2,6,2,6,2,49,1190,0,0.0051527354
1,1,99,1,1,1092,0,1,5,3,6,6,0,6,6,6,2,0,5,1,33,1036,1,0.6433344
1,1,93,1,1,8910,3,2,1,0,6,4,3,5,2,4,1,6,6,6,1752,546,0,0.46655902
0,1,65,0,1,8851,0,3,0,5,3,0,4,2,0,6,3,4,3,2,816,1086,1,0.99984944
0,0,23,0,1,4443,0,5,4,0,0,1,0,2,0,2,2,5,2,0,1222,1006,1,0.9956671
0,1,48,0,0,4014,4,5,3,2,2,0,2,1,5,1,0,2,0,5,951,412,0,0.038341396
0,0,65,0,0,3810,1,1,6,6,5,6,1,1,6,6,0,1,5,2,1360,499,0,0.009927768
0,0,5,0,0,5027,5,5,3,1,4,0,2,5,2,2,1,4,1,4,1297,168,1,0.98177654
0,0,81,0,2,9777,1,4,3,0,1,2,0,1,3,0,6,4,5,5,446,1039,0,0.00014124681
0,0,55,1,0,7014,3,5,6,1,2,5,3,4,6,2,1,2,6,1,721,687,1,0.9052118
1,0,90,1,1,7075,5,1,2,6,1,2,1,1,4,0,5,2,0,1,603,767,1,0.67412794
0,0,21,1,2,5426,1,1,5,3,0,3,3,6,2,0,4,4,4,2,264,302,0,0.08995664
1,1,99,1,2,4894,5,5,2,1,5,4,6,0,0,3,0,2,2,2,1696,1616,0,0.34817246
0,0,70,0,0,951,1,3,0,4,3,3,3,1,0,6,5,4,4,0,201,1695,0,1.4835511e-05
0,1,22,1,1,7619,4,3,2,0,0,1,6,0,2,5,4,2,1,0,1181,1145,0,0.1314856
0,0,62,0,1,9048,4,2,2,5,0,1,5,3,5,6,4,6,0,4,1469,1024,0,0.13342126
1,1,65,1,2,7377,3,3,0,4,2,2,6,4,4,1,5,3,0,5,1134,1523,0,0.018068511
1,0,27,0,0,2046,1,5,5,3,6,4,4,3,3,3,0,5,1,6,1507,125,0,0.00015432174
1,1,99,1,1,9833,0,4,2,6,0,1,3,0,2,4,6,1,4,1,559,1270,0,0.027423568
1,1,30,0,1,9215,3,5,6,3,3,4,0,2,1,5,5,5,6,0,664,784,0,0.008098834
1,1,50,1,1,3453,3,0,6,1,6,2,4,0,3,3,0,4,6,5,1683,658,0,0.32495677
1,1,76,1,2,7542,2,6,2,2,4,0,5,0,2,5,6,2,5,1,1205,1347,0,0.23271695
1,1,14,1,2,3033,1,5,0,5,4,4,6,3,4,3,2,1,6,6,510,1634,0,0.0009426258
0,1,91,1,1,7960,3,1,6,2,2,1,6,6,2,3,6,3,6,4,716,1352,0,0.11268835
1,1,1,0,2,3164,1,0,0,5,3,3,1,6,2,2,2,4,4,0,757,1613,0,6.8921513e-06
1,1,79,1,2,2371,4,1,1,3,5,4,4,6,5,2,6,6,0,0,540,903,1,0.55300504
1,1,73,1,2,4357,0,5,5,4,0,2,5,0,2,0,1,1,1,1,1027,1955,0,0.36192182
0,1,0,0,2,9582,0,6,6,1,2,4,0,1,1,5,6,2,2,0,924,1709,1,0.99878305
0,1,34,1,1,6990,4,4,4,1,3,3,3,4,1,3,0,6,4,4,1333,36,0,0.172644
1,1,89,0,0,9983,2,4,1,5,2,2,1,1,1,0,1,6,1,5,161,1054,0,0.0013541959
1,0,20,1,1,361,2,1,6,3,0,1,3,0,2,6,2,0,0,0,905,1926,0,0.002654699
1,1,0,0,2,1111,0,6,2,2,5,1,3,6,6,0,4,2,3,2,1378,822,1,0.9998412
1,1,84,0,0,1797,3,0,5,6,3,2,2,0,4,2,5,0,3,1,846,1518,0,4.0788913e-05
0,0,58,1,2,167,1,3,1,5,4,6,4,3,4,5,1,6,2,2,1918,1412,1,0.9665823
0,1,72,1,1,7533,3,0,5,0,3,3,1,1,6,5,5,5,0,5,1980,1679,0,0.003980479
0,0,13,0,1,8902,3,2,0,1,2,1,0,6,3,4,6,1,4,1,106,1547,0,2.2302325e-05
1,1,40,1,0,8105,0,0,5,0,5,3,1,6,1,3,4,3,5,1,1737,1328,1,0.9997954
1,0,13,1,0,7378,6,5,6,2,5,2,6,3,1,4,2,2,1,4,148,1907,1,0.9783573
0,0,11,0,1,4867,2,3,4,0,4,2,5,6,1,3,3,2,0,0,616,992,0,0.011946861
0,1,72,1,2,1495,4,6,1,1,1,0,0,3,1,3,5,3,1,3,283,1341,0,0.18743253
1,1,84,0,2,1056,2,6,2,6,6,2,0,1,5,6,0,5,4,6,653,1340,0,0.002633869
0,1,25,1,1,4849,0,5,0,6,5,1,4,0,5,4,6,1,3,4,651,704,1,0.99317765
1,0,71,0,1,4740,0,0,6,3,1,5,3,4,5,1,0,1,5,5,1287,1713,1,0.9425216
1,1,23,0,2,2678,5,4,0,4,4,5,5,5,3,2,1,5,3,3,177,820,1,0.9989278
1,1,83,0,0,8287,2,4,3,6,6,0,6,3,2,0,4,4,3,3,1817,1598,0,0.00049945933
0,1,40,0,2,3637,4,0,2,2,3,2,1,5,5,6,5,4,3,6,441,1315,0,0.20871271
1,0,83,1,0,801,1,1,6,0,0,5,2,1,0,0,2,4,1,5,536,851,1,0.8829333
0,1,93,1,0,9285,3,2,6,4,3,1,5,3,2,5,0,2,4,3,866,541,0,0.069377534
1,0,36,1,2,4325,3,2,4,3,2,0,4,2,2,4,0,3,3,6,1818,139,1,0.77088565
1,0,4,0,2,1330,2,1,6,3,6,6,5,1,4,6,3,3,1,5,953,1252,0,0.00096591096
0,0,91,0,0,7674,3,4,6,6,4,0,2,3,0,4,0,5,0,3,1113,537,0,0.00590399
0,0,84,1,2,9677,1,4,4,4,0,3,0,6,4,3,2,0,4,2,1868,534,0,0.011229063
1,0,74,1,1,3707,2,1,2,4,3,3,3,2,3,0,2,0,3,5,1007,1142,0,0.0065905335
1,0,61,1,2,1148,1,1,6,2,6,3,6,5,6,1,5,3,2,3,107,0,1,0.90937626
1,1,54,1,2,2560,5,4,0,1,4,3,1,5,3,2,4,0,2,1,1969,226,0,0.47039276
0,0,88,1,0,7787,5,2,5,6,1,5,0,6,1,1,6,2,6,3,274,1463,1,0.9986488
1,0,100,1,1,2101,0,6,3,3,2,3,1,0,0,4,1,5,2,5,1782,629,1,0.99056035
0,1,83,1,1,3023,4,4,2,4,4,5,1,4,4,5,4,3,6,4,954,94,0,0.41144985
0,1,76,0,1,796,2,6,5,5,6,2,3,2,5,3,4,6,2,1,1582,1635,0,0.00045916715
1,1,22,0,0,2527,4,1,1,4,3,2,0,3,2,1,5,6,5,5,535,1338,0,0.027772212
0,0,16,1,2,589,5,1,5,3,0,6,2,5,2,4,3,1,0,0,756,1612,1,0.9074525
1,1,3,1,0,9461,6,0,6,1,2,3,0,2,2,0,1,5,4,6,935,474,1,0.8884341
0,0,2,0,0,4252,0,1,0,5,4,1,6,5,3,3,5,1,4,3,15,269,1,0.9990694
0,0,73,0,2,6181,2,1,2,3,2,6,0,5,5,0,5,4,5,4,400,736,0,0.0005736798
1,0,98,1,2,6366,5,5,6,1,2,6,1,4,3,1,4,0,1,4,1145,1582,1,0.9502389
0,0,42,1,1,6275,1,5,2,2,4,4,0,0,0,4,0,5,6,2,1327,790,1,0.99418074
1,0,18,0,1,5407,5,0,0,3,3,5,6,0,2,0,4,2,2,5,350,1386,1,0.67580754
0,1,3,1,1,8323,3,3,3,6,5,3,1,6,6,5,5,5,4,5,1834,849,0,0.07889263
