Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
0,1,25,0,2,9220,3,4,0,4,6,1,3,2,3,5,3,5,6,2,1659,1140,0,0.004196489
1,1,87,0,2,3187,5,2,6,1,4,3,5,1,4,4,0,6,6,5,1176,484,1,0.99887854
1,1,60,1,2,8259,6,2,4,0,6,3,0,3,3,3,2,5,0,2,44,1442,1,0.53509724
0,1,91,0,2,2699,1,6,3,5,1,3,2,3,4,0,6,1,2,3,1539,927,0,2.7517395e-05
1,0,57,0,2,3346,4,6,2,5,3,5,5,0,0,3,2,3,4,0,1903,610,0,0.050107032
0,1,79,0,2,7545,5,2,1,3,2,3,3,2,4,0,5,0,1,0,895,1059,1,0.6626643
1,0,58,0,2,3853,3,3,5,0,4,2,1,3,0,5,4,3,4,3,1579,630,0,0.004977107
1,0,95,1,1,626,6,4,5,3,0,5,5,0,3,4,3,6,1,5,681,1714,1,0.9221552
1,0,3,0,2,324,1,5,4,3,6,0,5,2,4,3,1,1,6,5,1743,1769,0,2.2465561e-05
0,0,29,1,2,2378,5,4,4,3,4,6,4,4,3,6,1,3,4,4,108,788,1,0.9995702
0,0,78,1,0,85,0,0,3,0,3,3,1,2,3,4,5,0,2,4,1165,1252,1,0.998934
0,0,56,1,1,3868,6,5,2,4,4,2,6,1,4,1,5,3,3,2,1603,1321,1,0.9946221
1,0,46,0,0,9191,2,2,3,0,0,6,3,5,4,5,5,2,0,1,1568,1052,0,0.001040317
0,0,41,1,2,1324,2,5,1,1,4,2,3,0,2,4,0,3,0,6,79,926,0,0.38516638
0,1,77,0,2,1748,1,3,4,2,3,2,5,1,3,5,3,1,6,5,601,1262,0,0.0010505344
0,1,38,0,1,868,6,4,6,2,4,1,3,2,3,0,1,2,6,4,1366,63,1,0.9998522
1,1,7,1,1,2722,1,0,4,0,1,4,3,2,0,2,6,3,5,2,987,791,0,0.40588504
0,1,56,1,0,2689,6,4,0,3,2,1,3,6,6,4,0,6,6,0,1854,421,1,0.9508237
1,0,57,1,1,8546,3,2,3,6,3,4,5,5,4,0,4,3,0,4,1983,1125,1,0.8724358
0,1,25,1,1,257,0,0,0,5,1,6,3,3,4,2,4,6,2,4,833,1112,1,0.9985304
1,1,12,1,0,6085,2,5,5,5,6,6,1,0,3,0,2,5,6,6,1103,532,0,0.0021211538
0,1,85,0,2,2116,4,2,1,1,4,5,5,2,5,2,5,0,1,0,683,134,0,0.21987748
1,0,64,1,2,859,3,2,6,5,3,2,0,6,4,4,1,5,3,5,1607,1551,1,0.9948059
1,0,97,1,0,760,5,2,2,1,3,2,1,4,6,2,6,2,3,2,53,101,1,0.8707454
1,0,43,1,0,3494,2,4,1,0,3,5,1,5,3,1,6,6,4,1,580,1514,1,0.9986192
0,1,8,1,2,2582,6,2,4,1,1,4,2,3,5,6,0,3,1,1,1156,1974,0,0.2875067
1,1,56,0,2,6256,1,5,5,4,1,2,1,4,4,5,5,3,2,6,731,233,0,0.00025208722
1,1,57,1,2,8017,1,2,3,5,4,4,3,0,1,4,1,4,4,3,474,802,0,0.017747477
1,0,58,1,1,4765,5,1,3,5,2,0,6,1,4,1,2,0,4,0,1851,477,1,0.9605203
1,1,60,1,2,1138,4,1,2,6,2,2,6,3,2,6,2,5,4,3,413,408,1,0.6714485
1,1,40,0,2,6657,1,3,0,3,5,3,3,3,4,0,3,2,1,4,581,1278,0,8.7557084e-05
1,0,24,1,0,9943,6,2,1,0,4,5,4,0,0,1,5,5,4,0,1378,748,1,0.9684737
0,0,86,0,0,8065,1,2,6,3,5,1,2,3,2,4,4,5,2,2,502,8,0,0.00018119042
1,0,1,1,1,8419,5,4,5,4,1,4,4,1,6,4,2,1,5,4,221,710,1,0.9596454
0,1,14,0,1,8473,6,6,4,4,4,3,5,1,6,2,5,4,5,0,82,1672,1,0.97576183
1,0,91,1,0,1801,3,3,6,6,1,6,1,0,0,0,1,6,5,5,207,1991,1,0.9759093
1,1,47,1,2,7006,6,6,2,5,2,1,3,5,3,4,6,5,4,2,116,1193,1,0.99791783
1,1,55,1,1,4955,6,3,5,2,5,5,0,2,3,2,0,4,0,1,971,1139,1,0.9994766
0,0,83,0,1,2832,6,0,1,5,4,5,4,0,2,6,5,3,0,3,218,441,1,0.9840956
1,0,1,0,0,700,5,5,5,6,2,6,5,6,0,1,0,1,6,1,530,972,1,0.9972735
1,0,72,1,2,148,5,0,5,6,6,4,1,3,3,0,4,4,6,0,1812,483,1,0.9950989
0,0,80,1,2,52,2,1,3,5,6,5,1,2,0,5,3,1,3,6,1064,945,1,0.96812975
1,1,12,0,2,8142,3,2,6,6,3,4,4,3,1,4,1,0,4,3,982,927,0,0.0047820797
0,0,46,1,1,5,2,1,2,5,1,4,1,0,2,1,1,2,5,4,1038,1623,1,0.88349617
1,1,27,1,0,8567,6,1,6,4,4,3,6,6,1,0,6,1,1,6,522,1666,1,0.9963398
1,1,71,0,1,1687,2,1,1,3,0,3,4,3,0,5,0,6,1,5,47,1829,0,0.00090936094
0,0,70,1,1,3642,0,6,2,5,0,5,2,4,3,1,2,2,2,3,68,1131,1,0.9423373
1,1,37,0,2,2943,2,2,6,3,2,1,4,1,2,5,6,3,6,3,1627,587,0,0.0020171653
1,0,61,1,2,7366,3,4,3,4,0,5,2,1,1,2,1,2,3,4,1661,915,1,0.8612018
0,0,63,0,2,6131,3,6,6,3,0,3,3,2,0,6,0,5,6,3,739,1879,0,0.13863677
0,1,97,1,1,6335,5,3,6,3,2,4,2,1,0,2,0,5,1,3,525,979,1,0.99644107
1,0,95,1,1,5717,2,6,6,5,1,4,1,5,5,0,1,4,4,5,102,895,0,0.037247054
1,1,11,0,2,7841,4,2,2,6,5,3,5,1,2,5,5,0,1,3,1833,898,0,0.29438403
0,0,35,1,2,3024,6,0,3,3,0,5,3,4,4,1,0,6,4,1,1935,1334,1,0.8663816
1,0,74,0,2,3560,6,3,2,6,0,4,4,5,0,2,0,2,2,3,740,1778,1,0.95713216
0,1,34,1,1,8982,0,4,1,2,2,6,2,5,0,4,4,1,5,1,922,182,1,0.9341716
1,0,9,0,0,3174,0,4,1,4,1,0,3,5,0,2,6,3,3,5,837,1706,1,0.9983584
1,1,0,0,2,7586,4,3,0,5,2,3,6,5,4,0,4,1,6,6,429,1351,0,0.08574331
1,1,60,1,2,2396,6,4,5,0,0,1,1,0,5,6,6,1,6,5,619,1000,1,0.9967213
0,0,14,0,2,5501,2,0,3,0,3,4,5,1,6,2,4,2,5,3,431,384,0,0.00017492705
0,1,55,1,2,9232,3,5,1,3,2,2,3,5,2,2,4,3,3,1,239,1532,0,0.007137725
0,0,76,0,2,1348,6,4,6,6,1,2,6,0,6,4,4,5,0,5,176,178,1,0.92991245
1,1,88,1,0,7523,2,0,3,1,2,3,2,2,1,4,3,6,0,5,861,687,0,0.0025776755
0,1,12,1,0,3938,1,1,2,4,0,2,2,5,4,4,1,4,3,0,1559,503,0,0.00025534484
0,0,65,1,2,9107,4,5,2,5,6,3,1,2,5,5,6,5,6,2,330,57,1,0.9995529
0,0,20,0,1,4692,1,1,3,2,4,3,4,2,4,2,3,3,4,0,1437,1185,0,0.0024158934
0,1,98,0,1,6449,5,6,1,5,5,5,6,3,0,6,2,4,0,0,1983,418,1,0.9994698
1,1,34,1,2,9867,0,1,4,0,2,3,1,3,2,2,3,2,3,1,71,965,1,0.965886
0,1,85,1,1,7726,6,0,3,5,6,6,4,6,3,0,1,6,3,4,726,1825,1,0.9938943
1,1,55,0,1,1487,6,3,6,2,5,4,6,6,0,2,0,2,1,0,1644,1312,1,0.97828156
1,1,2,1,0,2957,0,2,0,1,4,0,5,1,0,5,5,5,1,4,875,1167,1,0.99966156
0,1,5,1,2,1733,5,6,0,2,6,6,3,2,4,6,5,1,6,0,488,854,1,0.99840146
0,0,96,0,1,2847,3,4,1,6,1,2,6,2,6,3,4,5,2,5,1376,1441,0,0.0002850887
1,0,75,1,0,1142,2,5,2,5,6,1,3,5,3,4,2,3,1,6,1695,349,0,0.060356423
0,1,83,1,1,5373,6,5,6,1,1,2,6,3,5,6,1,1,4,4,1759,1685,1,0.99844366
0,1,68,0,1,2891,0,3,2,4,4,1,5,6,4,1,4,3,2,0,203,1011,1,0.9982692
1,1,50,0,2,3846,5,3,0,6,0,4,6,4,1,0,2,0,5,1,644,1334,1,0.9990909
0,0,4,1,1,5956,4,1,6,6,5,1,0,1,0,3,0,0,1,0,1176,673,0,0.24007246
1,0,52,1,1,986,6,4,1,0,4,4,6,0,0,6,4,5,1,5,109,1546,1,0.94491506
1,1,75,1,2,1690,0,4,6,2,4,4,6,6,4,2,0,4,0,0,1987,213,1,0.99072987
0,0,62,0,1,1704,6,6,6,2,0,0,1,0,1,2,6,2,0,3,70,320,1,0.9983759
1,0,10,0,0,9059,2,6,5,4,0,4,2,0,2,5,1,6,1,6,506,875,0,0.0061244587
0,0,70,1,0,7097,3,5,0,2,4,2,6,5,3,4,6,5,0,4,1831,1012,1,0.9979584
0,0,98,0,1,2399,0,3,5,2,5,4,4,5,1,4,1,6,0,4,1451,1711,1,0.99921274
0,0,35,1,2,7267,2,4,5,5,0,0,1,3,2,5,0,2,2,3,859,1056,0,0.29407576
1,1,61,1,0,4106,1,6,4,5,4,2,0,1,6,4,3,0,2,0,286,1957,0,0.0002511329
0,1,10,0,0,6460,2,0,0,3,3,3,2,0,5,0,0,6,5,1,107,1638,0,3.429081e-06
1,1,51,1,1,990,5,5,6,1,5,2,2,4,4,3,2,4,6,3,1643,1814,1,0.99990976
0,1,1,0,0,3275,6,1,5,4,5,3,1,1,2,3,0,4,2,5,1802,1218,1,0.992494
0,0,24,1,2,1303,2,5,3,2,2,0,2,1,6,6,3,1,4,4,1737,1941,0,0.022737937
0,1,9,1,1,845,2,6,6,4,4,4,6,6,2,4,4,4,2,2,470,1152,0,0.008069057
1,1,10,0,0,5641,0,6,5,0,1,5,4,3,4,0,5,0,5,4,711,1555,1,0.97657245
1,0,29,1,2,7571,0,3,1,1,3,3,0,3,4,2,5,0,3,1,175,2000,1,0.9999633
0,1,7,0,1,9710,0,6,3,6,2,6,1,3,1,5,4,4,1,3,81,1763,1,0.9645637
1,1,11,0,1,5276,4,5,0,1,4,6,2,0,6,2,2,5,5,4,706,263,0,0.48408532
1,0,12,0,2,3349,2,0,6,2,0,6,4,1,4,0,0,3,0,0,1065,365,0,6.540492e-05
0,0,96,1,2,9566,3,4,1,0,4,5,2,4,3,0,2,4,6,4,1586,1361,1,0.6637974
1,1,80,1,0,9280,3,1,4,2,3,2,3,4,0,6,2,0,4,0,400,1037,0,0.030092174
0,1,23,0,2,2986,0,5,3,4,0,3,2,2,6,3,6,5,3,3,898,967,1,0.9952684
1,1,38,0,0,7086,0,6,2,2,6,6,1,4,0,6,4,5,3,1,1991,1621,1,0.9976694
0,0,61,0,2,2864,3,5,3,4,6,0,4,4,5,1,1,2,5,1,955,1788,0,0.00088503043
1,0,36,1,2,7090,1,0,5,6,1,6,1,0,1,1,6,3,2,1,1415,1908,0,0.45241883
1,0,20,0,1,5792,3,3,2,1,6,2,1,4,0,6,3,6,0,4,384,870,0,0.02452075
0,1,47,0,2,109,4,3,5,5,6,4,2,2,4,2,0,1,4,6,751,741,0,0.450659
0,1,85,1,2,9475,6,3,2,2,5,0,0,0,2,4,2,2,2,3,1490,472,1,0.548712
0,1,21,1,1,4660,4,3,6,1,0,0,5,0,3,2,3,2,1,6,1343,117,0,0.020929795
1,0,61,0,2,4995,6,4,4,5,3,1,6,6,6,3,2,2,2,3,639,379,1,0.9621902
1,0,97,0,0,2243,1,2,4,3,4,1,2,4,4,4,4,2,5,2,944,63,0,0.00015880966
1,1,61,1,0,4272,4,3,6,3,6,3,3,3,3,5,0,0,3,3,404,1105,1,0.5218643
0,1,56,0,2,862,3,4,6,2,3,4,1,2,2,4,5,0,1,4,1704,1665,0,0.0019182821
0,1,51,1,0,4818,0,0,1,1,4,6,3,3,6,0,2,1,0,4,258,972,0,0.46204856
1,1,61,1,2,111,5,4,4,0,0,3,5,6,6,4,3,5,0,2,1707,556,1,0.9805227
0,1,37,0,1,2643,2,1,4,1,3,1,3,3,2,0,5,1,1,2,1418,73,0,0.00018566569
0,1,64,0,0,1862,3,1,3,2,2,3,1,6,1,2,6,0,4,4,1879,1953,0,0.0008799835
1,0,66,1,0,2287,5,2,6,0,5,4,4,1,1,5,4,6,5,0,733,350,1,0.99627554
1,0,16,1,0,6057,5,0,5,6,4,5,2,2,5,2,0,4,4,4,540,79,1,0.9995277
1,1,55,1,0,4502,1,0,3,1,1,1,5,1,1,2,3,2,2,5,394,1058,0,0.0098780785
1,1,13,1,2,9159,4,5,0,2,3,3,5,4,0,0,5,4,1,2,1689,453,0,0.45883948
1,0,45,0,1,2165,5,1,1,6,3,3,3,6,3,0,4,5,4,0,591,419,1,0.8490187
0,1,86,1,1,8968,3,4,1,5,5,5,1,0,0,4,0,6,5,6,1651,1878,0,0.11465814
1,1,71,1,1,6383,4,0,0,4,6,3,5,0,3,2,5,3,3,1,1460,705,1,0.67762315
1,0,20,1,1,4213,3,2,2,4,1,5,4,0,2,0,0,6,3,3,1066,368,1,0.99573576
1,1,2,0,0,1812,0,3,4,3,2,0,2,3,1,3,2,6,4,0,974,346,1,0.98857635
0,1,24,0,2,3532,6,4,6,5,6,6,6,0,4,4,0,0,4,5,539,1154,1,0.99860305
0,1,60,0,1,8453,4,3,5,5,4,0,5,4,4,0,3,2,2,1,4,1414,0,0.10609202
0,0,35,1,2,8048,5,2,6,3,6,6,0,6,0,4,6,5,0,1,1627,674,1,0.9993692
0,1,6,1,2,972,6,4,5,2,4,5,3,1,2,6,2,1,4,0,888,1007,1,0.9976579
1,0,55,1,1,9023,1,1,2,4,0,2,0,1,1,5,6,1,4,4,874,1875,0,0.47625226
1,0,59,0,1,9628,1,0,6,4,3,4,6,4,5,5,0,0,2,0,1609,1824,0,0.00030012382
0,1,12,1,0,8063,2,3,6,6,5,4,1,3,0,1,2,6,6,6,1352,934,0,0.090801105
1,0,19,1,1,5060,4,3,2,1,4,5,5,6,1,3,0,6,2,5,1735,423,1,0.9954543
1,0,96,1,0,8349,0,5,1,4,0,6,1,1,2,3,6,4,1,3,1921,841,1,0.9900879
0,0,61,0,0,3443,3,1,3,2,1,2,3,0,5,4,2,5,1,6,1779,1787,0,0.00044287296
1,0,14,0,0,9764,1,0,2,2,3,1,5,5,1,0,5,3,4,5,1650,227,0,0.0011568691
0,0,76,0,1,7939,4,2,4,3,2,2,5,6,6,4,1,5,0,1,713,852,0,0.115050085
0,0,5,0,2,7321,5,0,5,1,2,5,3,3,3,3,5,5,5,0,453,1197,1,0.99797255
0,1,62,0,1,5571,5,6,2,4,4,6,3,6,6,4,2,5,0,5,1624,419,1,0.99873453
0,1,41,1,2,2006,1,5,6,4,1,4,4,0,0,2,5,3,3,4,1097,1479,0,0.009505895
1,0,100,1,1,8350,0,1,3,6,3,0,2,1,3,0,4,3,5,1,1804,808,1,0.99790287
0,1,97,1,2,8073,3,2,4,0,1,6,5,0,5,4,3,0,1,1,1702,1931,0,0.0004451989
0,0,53,1,2,3539,6,1,4,4,3,1,2,2,0,0,1,0,2,1,379,166,1,0.88073206
1,0,80,0,2,1873,4,4,4,2,1,6,1,3,4,5,0,4,3,5,445,781,0,0.18649296
0,1,27,0,1,3124,2,5,0,3,2,5,5,1,2,6,0,3,1,2,1709,1652,0,0.00012221478
0,0,74,1,2,3761,3,1,5,0,4,4,0,2,4,4,4,0,6,5,1454,1756,1,0.9842972
1,0,100,1,1,3627,5,0,4,6,4,1,5,1,1,6,3,2,4,2,323,210,1,0.99699056
1,0,13,0,2,4782,6,6,4,1,1,4,6,1,2,1,6,0,1,6,1981,1006,1,0.950919
0,0,68,1,0,263,5,0,4,3,2,1,2,6,2,6,5,1,0,6,765,1658,1,0.99691284
0,1,47,1,0,9592,3,1,4,0,4,1,3,2,2,5,4,3,6,2,20,1572,0,0.13298164
1,0,38,1,1,9043,6,1,3,3,0,6,3,4,2,5,2,0,4,5,1763,627,1,0.8689411
1,0,83,1,2,566,5,3,5,4,2,0,0,2,1,4,2,1,3,4,947,998,1,0.99529773
0,1,52,0,1,5529,2,5,3,4,4,5,2,4,2,0,1,3,4,1,192,243,0,0.0012535421
1,1,19,1,1,3512,1,4,4,1,6,3,4,5,6,1,4,0,6,5,1357,1338,0,0.02373067
1,0,59,1,1,5712,2,2,0,1,6,4,2,2,0,6,1,0,3,1,558,833,0,0.21817625
1,0,7,0,1,6838,6,6,3,6,6,6,3,6,6,6,0,3,6,1,956,508,1,0.9999187
0,1,4,1,1,3481,6,1,0,4,4,3,5,6,6,6,3,0,0,6,1653,1749,1,0.9984915
0,1,52,1,1,3568,1,3,6,2,5,2,6,2,6,1,4,6,1,6,1241,1805,0,0.005568005
1,0,52,0,1,294,3,1,4,2,3,2,1,5,6,5,2,6,0,4,60,1630,0,0.012022344
1,1,52,0,0,8354,2,5,0,2,5,2,0,5,6,5,3,4,6,0,64,167,0,0.00090275327
0,0,69,0,0,8718,3,3,0,6,6,3,1,6,2,1,3,2,6,4,346,1304,0,2.4537394e-05
1,0,1,1,1,6108,1,0,2,5,5,1,4,2,4,6,3,2,5,6,439,345,0,0.36527026
0,1,65,1,2,9340,6,5,2,1,2,6,2,3,1,6,2,1,6,3,1173,1899,1,0.99710125
0,1,29,0,2,2950,5,3,0,2,5,0,1,2,6,2,3,6,5,4,1141,938,1,0.96304595
0,1,56,1,1,3233,4,6,4,3,1,0,6,1,2,4,3,6,1,5,73,845,0,0.18868566
0,0,83,1,1,8315,5,3,3,4,2,5,5,3,0,0,4,2,4,0,106,1722,1,0.9656065
0,0,47,1,1,1128,4,5,0,2,6,0,3,3,5,2,0,5,1,1,1028,245,1,0.9361497
1,1,37,1,1,2148,0,5,3,6,6,0,2,2,6,4,4,3,4,3,1421,848,1,0.97839546
0,1,70,0,0,4173,4,3,1,4,3,6,0,2,4,0,5,6,4,3,1085,546,1,0.75829923
1,1,6,0,2,7683,1,4,4,3,0,4,3,3,2,1,1,3,3,2,1030,640,0,8.071024e-05
1,0,31,1,2,829,4,2,2,3,4,5,1,4,2,2,3,0,2,0,1753,694,1,0.95130914
1,0,68,1,0,3664,1,4,2,4,1,3,6,5,3,4,4,3,0,2,1840,1805,0,0.33272344
1,0,62,0,0,4785,5,4,1,0,6,0,0,1,4,3,6,6,4,1,25,1617,1,0.9963141
0,1,5,0,0,2854,1,0,0,2,2,1,5,3,5,6,6,3,4,1,914,1876,0,1.2922313e-05
1,0,91,1,0,8684,6,3,0,6,5,4,1,0,1,3,6,3,3,6,961,720,1,0.9983537
0,1,14,0,2,9239,6,6,4,4,0,4,5,2,0,3,0,6,3,6,1249,825,1,0.7270106
0,1,38,1,2,1052,5,5,2,4,0,2,5,0,4,4,5,0,1,4,938,856,1,0.98770344
0,0,75,0,1,5679,4,6,1,3,6,0,4,6,2,4,5,5,0,1,1221,350,0,0.25865465
0,1,18,0,1,2348,1,6,5,2,0,0,5,3,6,5,5,3,1,6,1056,1833,0,0.00027331957
0,0,6,1,2,1179,4,3,5,4,2,6,3,4,3,3,2,3,4,0,375,1101,1,0.82564765
1,1,52,0,2,1276,2,1,2,3,0,1,5,1,2,5,0,0,1,4,1888,1481,0,0.0010147381
1,0,99,1,0,5214,5,3,5,6,6,4,1,5,0,3,3,2,5,1,1320,599,1,0.5338709
1,1,53,0,2,9798,1,6,4,6,3,1,5,5,2,5,1,5,0,0,1862,1836,0,0.0053689484
1,1,83,0,2,8105,2,3,0,5,1,2,1,2,2,2,2,5,0,0,644,1353,0,0.00067403377
1,0,93,0,1,1965,5,1,4,6,4,3,1,2,3,5,2,2,6,0,166,1506,1,0.9313648
0,0,61,1,1,5808,3,0,3,2,0,5,2,4,3,5,1,4,1,4,1294,409,1,0.98034614
0,0,53,1,1,5907,1,4,6,6,5,4,0,6,0,5,3,3,3,0,697,550,0,0.1461797
0,0,48,0,2,9316,2,0,6,5,3,3,3,6,4,1,2,3,4,2,707,193,0,0.00030495677
0,1,10,0,0,3448,2,0,4,2,5,3,2,5,0,0,0,4,1,3,867,1083,0,0.001959952
0,1,88,0,1,6628,2,3,4,1,2,1,1,4,1,5,2,0,3,3,412,1010,0,0.031475917
1,0,88,1,1,7080,4,6,3,3,0,4,1,2,4,1,5,0,5,2,756,1578,1,0.99135464
1,0,12,1,0,5380,2,2,2,6,0,3,0,1,2,5,4,0,0,5,706,838,0,0.006001906
0,1,50,0,1,9633,3,2,1,1,4,4,6,1,2,1,2,6,4,4,1036,432,0,0.0011421574
0,0,33,1,2,7184,4,4,1,4,0,1,5,0,5,6,5,6,2,5,1024,1456,1,0.9983127
1,0,65,1,2,952,0,6,5,1,4,6,0,4,6,3,4,0,6,1,306,364,1,0.9999174
1,1,31,0,1,8609,1,1,3,0,0,4,0,2,3,3,6,3,6,0,1267,173,0,0.00030739268
0,0,42,0,1,5384,1,3,1,5,0,3,3,1,1,6,3,5,1,2,661,1027,0,0.0027021978
1,1,4,0,1,2718,5,5,4,6,3,1,6,4,1,3,3,5,5,2,1326,1389,1,0.99320084
1,0,64,1,0,1774,1,2,0,2,5,2,5,5,1,4,6,4,6,5,379,1406,1,0.76722205
1,1,76,0,0,9199,2,4,3,2,4,3,2,6,2,1,6,1,3,6,1554,521,0,0.022772256
0,0,14,1,0,8911,0,2,1,2,3,4,1,5,5,3,6,0,3,3,958,543,1,0.9998292
0,0,78,1,1,4256,1,6,1,5,1,0,6,5,1,4,3,1,2,1,774,504,0,0.0052216807
1,1,79,1,1,850,5,6,1,1,6,5,6,3,0,3,4,6,1,4,1796,1588,1,0.9742654
0,0,88,1,2,9590,1,3,6,6,2,0,4,5,3,1,4,0,1,4,198,209,0,0.008051348
1,0,24,1,1,6670,1,3,4,0,3,6,0,2,5,5,0,4,5,4,1566,1525,1,0.9973394
1,0,72,1,2,3376,0,1,1,1,0,3,5,0,2,2,5,6,2,4,119,1189,1,0.9488709
1,0,23,0,1,4342,2,6,3,1,3,2,3,1,5,0,5,2,1,2,67,1438,0,0.0022823568
0,0,80,1,0,1087,1,0,3,3,4,5,0,6,4,5,1,5,3,0,84,82,1,0.7390894
1,1,28,0,0,9550,1,0,1,6,6,1,3,2,6,1,3,3,0,4,1029,586,0,5.5586906e-06
0,1,53,0,1,1491,4,2,3,4,3,1,1,6,6,1,6,6,5,6,281,1945,0,0.18750535
0,1,3,0,0,5377,5,0,6,5,1,3,0,1,4,3,1,6,1,1,17,520,1,0.99415237
1,0,15,0,1,4427,1,6,0,3,0,5,2,3,0,0,4,6,0,3,1376,47,0,0.0005753129
0,0,77,1,0,9078,2,1,1,4,6,5,2,3,4,3,6,2,4,5,833,270,1,0.98756903
0,1,26,1,0,8867,6,4,0,6,2,6,3,6,4,0,5,1,2,5,1690,1122,1,0.9998616
1,0,41,0,2,4950,5,6,1,4,2,0,2,4,0,2,0,2,1,0,990,585,1,0.9910124
1,0,71,1,0,9637,6,1,3,2,2,2,2,1,5,3,1,3,2,1,311,7,0,0.3546352
0,1,15,0,0,7822,4,0,1,2,6,5,5,0,5,0,3,6,3,2,1483,1070,0,0.14074326
1,1,66,0,2,2112,3,2,4,2,3,3,5,3,4,3,1,1,0,6,1872,644,0,0.005662928
0,0,88,0,2,4811,5,1,2,3,3,1,5,1,4,5,0,3,4,3,1266,1466,1,0.9915422
1,1,44,1,2,4293,4,4,1,0,6,2,4,4,0,1,6,2,2,1,457,1886,1,0.6689068
0,0,72,1,2,7452,1,3,0,4,0,3,4,5,3,4,0,2,1,2,453,1485,0,0.0007197034
1,1,16,0,2,6013,0,4,1,2,6,3,5,4,1,2,0,0,2,4,288,1611,1,0.99966717
0,1,25,0,1,4944,4,1,1,2,0,0,5,1,2,6,2,3,3,6,731,418,0,0.010845154
1,1,6,0,1,7125,1,1,2,1,1,1,0,5,4,3,0,4,0,6,810,777,0,0.0009260349
1,1,47,0,0,2369,3,5,1,6,6,6,3,4,5,6,1,4,6,4,1946,1440,0,0.014556871
1,1,17,0,1,531,0,5,6,2,4,5,5,3,6,1,6,1,0,0,726,383,1,0.98940593
0,0,59,0,2,5641,3,0,5,5,5,5,3,5,4,5,5,3,1,4,1151,1544,0,0.0019069813
0,1,52,0,2,6579,2,1,6,0,0,2,6,0,5,1,3,0,5,0,351,1152,0,0.00054730213
0,1,42,1,0,4476,6,2,6,1,0,5,0,6,3,3,3,0,2,0,1005,1371,1,0.99693227
0,0,57,0,1,7305,2,0,5,1,4,1,3,0,2,2,1,6,4,2,904,560,0,0.0032666232
1,0,29,1,0,361,5,2,6,0,5,6,1,1,4,4,4,5,4,1,233,910,1,0.994323
1,0,85,1,2,4786,0,3,0,6,2,2,0,5,0,0,1,1,6,4,1873,125,1,0.999037
0,0,48,1,2,8815,0,4,4,5,4,2,2,1,6,5,2,6,3,0,1559,647,1,0.99949026
1,0,77,0,1,5455,0,6,5,0,1,4,2,2,6,2,5,2,2,0,219,185,1,0.99623054
0,1,36,0,0,2507,3,5,0,3,1,5,2,3,2,0,3,5,3,2,1170,682,0,7.724622e-05
0,0,62,1,0,4584,4,5,5,3,6,3,6,6,3,0,0,2,3,0,1306,789,0,0.34278917
1,1,38,1,2,717,0,1,5,4,0,5,3,5,0,2,2,0,6,0,789,1457,1,0.7649501
1,1,83,1,1,6632,5,6,1,1,0,2,3,6,4,5,1,5,3,6,1250,1456,1,0.99776757
0,1,45,1,2,6229,1,1,4,4,3,3,0,3,6,4,3,1,3,0,1660,1282,0,0.0005325249
0,0,91,0,1,4867,0,4,1,1,4,3,4,2,4,5,0,6,3,6,1318,1941,1,0.99951565
1,0,62,0,2,4116,5,2,4,0,0,1,4,1,0,2,0,0,1,2,1083,472,1,0.77294093
0,0,88,1,2,747,0,1,1,1,0,5,4,5,4,0,1,0,2,0,1723,569,1,0.9633085
0,1,7,1,2,2988,6,5,3,3,5,1,2,3,6,5,1,3,5,0,1122,1811,1,0.99715173
1,1,66,0,2,8528,1,3,6,5,3,4,2,5,0,3,5,6,3,3,730,1185,0,0.007740591
0,1,28,1,2,2703,5,4,0,5,2,6,6,1,2,4,6,4,2,3,294,1929,1,0.9976513
1,1,80,0,0,2508,0,0,3,4,4,3,4,2,5,1,0,5,4,6,1128,831,1,0.97815585
1,1,87,1,1,9731,6,3,2,0,3,1,1,5,1,0,1,6,4,5,700,635,1,0.9750191
1,1,86,1,2,3700,1,3,3,6,6,0,6,1,2,1,3,4,2,0,1448,96,0,1.3870467e-05
0,0,6,1,0,1391,1,0,6,1,5,0,4,5,0,2,3,6,5,5,1422,779,1,0.9942878
0,1,34,0,0,4505,0,0,1,4,5,3,1,2,6,0,1,1,0,1,204,527,1,0.9523264
1,1,83,1,2,8396,3,4,2,0,6,1,6,5,4,3,5,1,1,4,1175,579,0,0.020176502
0,1,34,1,2,3966,3,3,6,3,2,6,3,4,3,0,5,0,3,5,1872,1565,0,0.009800095
1,0,30,1,2,9984,3,2,0,0,3,5,6,0,0,2,1,5,0,1,615,140,1,0.776388
1,0,25,0,1,5841,4,1,4,5,1,2,6,2,5,0,1,0,6,2,733,739,0,0.014001881
1,0,16,0,2,6675,0,3,3,5,4,6,1,3,4,4,1,6,3,2,65,1872,1,0.98588747
0,1,9,0,2,9082,3,0,5,4,0,0,0,4,6,4,5,6,3,6,626,1009,0,0.015125407
1,0,91,0,0,6758,4,5,4,5,1,5,5,1,0,4,3,1,3,6,279,1024,0,0.008061614
